run_id,config_id,example_id,repeat,benchmark,entry_point,prompt,repair_attempts,nodes,solution,model_config,model_kwargs,eval_file,base_pass,plus_pass,mbpp_plus_pass,accuracy,base_status,plus_status,base_failed_count,plus_failed_count,base_total_count,plus_total_count,base_error,plus_error,trace_id,root_run_id,root_name,root_status,root_error,root_start_time,root_end_time,total_latency_s,prompt_tokens,completion_tokens,total_tokens,total_cost,trace_file,is_correct,latency_rank
v1-gpt5.5-20260616T210950988984Z-Mbpp-16-r0,v1-gpt5.5,Mbpp/16,0,MBPP+,text_lowercase_underscore,"""""""
Write a function to that returns true if the input string contains sequences of lowercase letters joined with an underscore and false otherwise.
assert text_lowercase_underscore(""aab_cbbbc"")==(True)
""""""
",0,generate_solution -> run_visible_tests,"import re

def text_lowercase_underscore(text):
    return bool(re.fullmatch(r""[a-z]+_[a-z]+"", text))","{""debug_solution"": {""model"": ""gpt-5.5"", ""provider"": ""openai"", ""temperature"": 0}, ""generate_solution"": {""model"": ""gpt-5.5"", ""provider"": ""openai"", ""temperature"": 0}}","{""debug_solution"": {""temperature"": 0}, ""generate_solution"": {""temperature"": 0}}",/Users/chris/Documents/GitHub/workflow-rag-agent/CODE-WORKFLOW/analysis/v1-gpt5.5/evals/v1-gpt5.5-20260616T210950988984Z-Mbpp-16-r0.json,True,False,False,0.0,pass,fail,0,24,3,113,,,019ed244-e50d-7c41-aebf-7c0f2c9eb545,019ed244-e50d-7c41-aebf-7c0f2c9eb545,LangGraph,success,,2026-06-16T21:09:50.989257Z,2026-06-16T21:09:57.329634Z,6.340377,174,231,405,0.0078,/Users/chris/Documents/GitHub/workflow-rag-agent/CODE-WORKFLOW/analysis/v1-gpt5.5/traces/019ed244-e50d-7c41-aebf-7c0f2c9eb545.json,False,33.0
v1-gpt5.5-20260616T210959896791Z-Mbpp-17-r0,v1-gpt5.5,Mbpp/17,0,MBPP+,square_perimeter,"""""""
Write a function that returns the perimeter of a square given its side length as input.
assert square_perimeter(10)==40
""""""
",0,generate_solution -> run_visible_tests,"def square_perimeter(side_length):
    return 4 * side_length","{""debug_solution"": {""model"": ""gpt-5.5"", ""provider"": ""openai"", ""temperature"": 0}, ""generate_solution"": {""model"": ""gpt-5.5"", ""provider"": ""openai"", ""temperature"": 0}}","{""debug_solution"": {""temperature"": 0}, ""generate_solution"": {""temperature"": 0}}",/Users/chris/Documents/GitHub/workflow-rag-agent/CODE-WORKFLOW/analysis/v1-gpt5.5/evals/v1-gpt5.5-20260616T210959896791Z-Mbpp-17-r0.json,True,True,True,1.0,pass,pass,0,0,3,101,,,019ed245-07d9-70c1-9c90-b4c4750b440b,019ed245-07d9-70c1-9c90-b4c4750b440b,LangGraph,success,,2026-06-16T21:09:59.897282Z,2026-06-16T21:10:03.479777Z,3.582495,138,49,187,0.00216,/Users/chris/Documents/GitHub/workflow-rag-agent/CODE-WORKFLOW/analysis/v1-gpt5.5/traces/019ed245-07d9-70c1-9c90-b4c4750b440b.json,True,69.0
v1-gpt5.5-20260616T211006002863Z-Mbpp-18-r0,v1-gpt5.5,Mbpp/18,0,MBPP+,remove_dirty_chars,"""""""
Write a function to remove characters from the first string which are present in the second string.
assert remove_dirty_chars(""probasscurve"", ""pros"") == 'bacuve'
""""""
",0,generate_solution -> run_visible_tests,"def remove_dirty_chars(string, dirty_chars):
    dirty_set = set(dirty_chars)
    return """".join(char for char in string if char not in dirty_set)","{""debug_solution"": {""model"": ""gpt-5.5"", ""provider"": ""openai"", ""temperature"": 0}, ""generate_solution"": {""model"": ""gpt-5.5"", ""provider"": ""openai"", ""temperature"": 0}}","{""debug_solution"": {""temperature"": 0}, ""generate_solution"": {""temperature"": 0}}",/Users/chris/Documents/GitHub/workflow-rag-agent/CODE-WORKFLOW/analysis/v1-gpt5.5/evals/v1-gpt5.5-20260616T211006002863Z-Mbpp-18-r0.json,True,True,True,1.0,pass,pass,0,0,3,104,,,019ed245-1fb3-7bc2-9244-4b715a2ba1ec,019ed245-1fb3-7bc2-9244-4b715a2ba1ec,LangGraph,success,,2026-06-16T21:10:06.003132Z,2026-06-16T21:10:10.052977Z,4.049845,174,84,258,0.00339,/Users/chris/Documents/GitHub/workflow-rag-agent/CODE-WORKFLOW/analysis/v1-gpt5.5/traces/019ed245-1fb3-7bc2-9244-4b715a2ba1ec.json,True,57.0
v1-gpt5.5-20260616T211012611795Z-Mbpp-19-r0,v1-gpt5.5,Mbpp/19,0,MBPP+,test_duplicate,"""""""
Write a function to find whether a given array of integers contains any duplicate element.
assert test_duplicate(([1,2,3,4,5]))==False
""""""
",0,generate_solution -> run_visible_tests,"def test_duplicate(arr):
    return len(arr) != len(set(arr))","{""debug_solution"": {""model"": ""gpt-5.5"", ""provider"": ""openai"", ""temperature"": 0}, ""generate_solution"": {""model"": ""gpt-5.5"", ""provider"": ""openai"", ""temperature"": 0}}","{""debug_solution"": {""temperature"": 0}, ""generate_solution"": {""temperature"": 0}}",/Users/chris/Documents/GitHub/workflow-rag-agent/CODE-WORKFLOW/analysis/v1-gpt5.5/evals/v1-gpt5.5-20260616T211012611795Z-Mbpp-19-r0.json,True,True,True,1.0,pass,pass,0,0,3,102,,,019ed245-3984-7073-bc52-b4af97c430e4,019ed245-3984-7073-bc52-b4af97c430e4,LangGraph,success,,2026-06-16T21:10:12.612073Z,2026-06-16T21:10:16.184670Z,3.572597,177,55,232,0.002535,/Users/chris/Documents/GitHub/workflow-rag-agent/CODE-WORKFLOW/analysis/v1-gpt5.5/traces/019ed245-3984-7073-bc52-b4af97c430e4.json,True,70.0
v1-gpt5.5-20260616T211018724743Z-Mbpp-20-r0,v1-gpt5.5,Mbpp/20,0,MBPP+,is_woodall,"""""""
Write a function to check if the given number is woodball or not.
assert is_woodall(383) == True
""""""
",0,generate_solution -> run_visible_tests,"def is_woodall(num):
    if not isinstance(num, int) or num < 1:
        return False

    n = 1
    while True:
        woodall = n * (2 ** n) - 1
        if woodall == num:
            return True
        if woodall > num:
            return False
        n += 1","{""debug_solution"": {""model"": ""gpt-5.5"", ""provider"": ""openai"", ""temperature"": 0}, ""generate_solution"": {""model"": ""gpt-5.5"", ""provider"": ""openai"", ""temperature"": 0}}","{""debug_solution"": {""temperature"": 0}, ""generate_solution"": {""temperature"": 0}}",/Users/chris/Documents/GitHub/workflow-rag-agent/CODE-WORKFLOW/analysis/v1-gpt5.5/evals/v1-gpt5.5-20260616T211018724743Z-Mbpp-20-r0.json,True,True,True,1.0,pass,pass,0,0,3,101,,,019ed245-5164-7d90-a15b-f64f7fcfae13,019ed245-5164-7d90-a15b-f64f7fcfae13,LangGraph,success,,2026-06-16T21:10:18.725018Z,2026-06-16T21:10:28.435778Z,9.71076,145,407,552,0.012935,/Users/chris/Documents/GitHub/workflow-rag-agent/CODE-WORKFLOW/analysis/v1-gpt5.5/traces/019ed245-5164-7d90-a15b-f64f7fcfae13.json,True,21.0
v1-gpt5.5-20260616T211031024759Z-Mbpp-56-r0,v1-gpt5.5,Mbpp/56,0,MBPP+,check,"""""""
Write a python function to check if a given number is one less than twice its reverse.
assert check(70) == False
""""""
",0,generate_solution -> run_visible_tests,"def check(n):
    rev = int(str(abs(n))[::-1])
    if n < 0:
        rev = -rev
    return n == 2 * rev - 1","{""debug_solution"": {""model"": ""gpt-5.5"", ""provider"": ""openai"", ""temperature"": 0}, ""generate_solution"": {""model"": ""gpt-5.5"", ""provider"": ""openai"", ""temperature"": 0}}","{""debug_solution"": {""temperature"": 0}, ""generate_solution"": {""temperature"": 0}}",/Users/chris/Documents/GitHub/workflow-rag-agent/CODE-WORKFLOW/analysis/v1-gpt5.5/evals/v1-gpt5.5-20260616T211031024759Z-Mbpp-56-r0.json,True,True,True,1.0,pass,pass,0,0,3,125,,,019ed245-8171-78e2-8944-96d774e0966f,019ed245-8171-78e2-8944-96d774e0966f,LangGraph,success,,2026-06-16T21:10:31.025030Z,2026-06-16T21:10:43.555718Z,12.530688,133,168,301,0.005705,/Users/chris/Documents/GitHub/workflow-rag-agent/CODE-WORKFLOW/analysis/v1-gpt5.5/traces/019ed245-8171-78e2-8944-96d774e0966f.json,True,14.0
v1-gpt5.5-20260616T211046083066Z-Mbpp-57-r0,v1-gpt5.5,Mbpp/57,0,MBPP+,find_Max_Num,"""""""
Write a python function to find the largest number that can be formed with the given list of digits.
assert find_Max_Num([1,2,3]) == 321
""""""
",0,generate_solution -> run_visible_tests,"def find_Max_Num(lst):
    return int("""".join(map(str, sorted(lst, reverse=True)))) if lst else 0","{""debug_solution"": {""model"": ""gpt-5.5"", ""provider"": ""openai"", ""temperature"": 0}, ""generate_solution"": {""model"": ""gpt-5.5"", ""provider"": ""openai"", ""temperature"": 0}}","{""debug_solution"": {""temperature"": 0}, ""generate_solution"": {""temperature"": 0}}",/Users/chris/Documents/GitHub/workflow-rag-agent/CODE-WORKFLOW/analysis/v1-gpt5.5/evals/v1-gpt5.5-20260616T211046083066Z-Mbpp-57-r0.json,True,True,True,1.0,pass,pass,0,0,3,102,,,019ed245-bc43-7b70-a832-e8f2a2855ed6,019ed245-bc43-7b70-a832-e8f2a2855ed6,LangGraph,success,,2026-06-16T21:10:46.083308Z,2026-06-16T21:10:50.703889Z,4.620581,171,128,299,0.004695,/Users/chris/Documents/GitHub/workflow-rag-agent/CODE-WORKFLOW/analysis/v1-gpt5.5/traces/019ed245-bc43-7b70-a832-e8f2a2855ed6.json,True,44.0
v1-gpt5.5-20260616T211053241235Z-Mbpp-58-r0,v1-gpt5.5,Mbpp/58,0,MBPP+,opposite_Signs,"""""""
Write a python function to check whether the given two integers have opposite sign or not.
assert opposite_Signs(1,-2) == True
""""""
",0,generate_solution -> run_visible_tests,"def opposite_Signs(x, y):
    return (x < 0 < y) or (y < 0 < x)","{""debug_solution"": {""model"": ""gpt-5.5"", ""provider"": ""openai"", ""temperature"": 0}, ""generate_solution"": {""model"": ""gpt-5.5"", ""provider"": ""openai"", ""temperature"": 0}}","{""debug_solution"": {""temperature"": 0}, ""generate_solution"": {""temperature"": 0}}",/Users/chris/Documents/GitHub/workflow-rag-agent/CODE-WORKFLOW/analysis/v1-gpt5.5/evals/v1-gpt5.5-20260616T211053241235Z-Mbpp-58-r0.json,True,True,True,1.0,pass,pass,0,0,4,105,,,019ed245-d839-7402-8111-10ab9791b927,019ed245-d839-7402-8111-10ab9791b927,LangGraph,success,,2026-06-16T21:10:53.241514Z,2026-06-16T21:11:14.132377Z,20.890863,162,67,229,0.00282,/Users/chris/Documents/GitHub/workflow-rag-agent/CODE-WORKFLOW/analysis/v1-gpt5.5/traces/019ed245-d839-7402-8111-10ab9791b927.json,True,3.0
v1-gpt5.5-20260616T211116645210Z-Mbpp-59-r0,v1-gpt5.5,Mbpp/59,0,MBPP+,is_octagonal,"""""""
Write a function to find the nth octagonal number.
assert is_octagonal(5) == 65
""""""
",0,generate_solution -> run_visible_tests,"def is_octagonal(n):
    return n * (3 * n - 2)","{""debug_solution"": {""model"": ""gpt-5.5"", ""provider"": ""openai"", ""temperature"": 0}, ""generate_solution"": {""model"": ""gpt-5.5"", ""provider"": ""openai"", ""temperature"": 0}}","{""debug_solution"": {""temperature"": 0}, ""generate_solution"": {""temperature"": 0}}",/Users/chris/Documents/GitHub/workflow-rag-agent/CODE-WORKFLOW/analysis/v1-gpt5.5/evals/v1-gpt5.5-20260616T211116645210Z-Mbpp-59-r0.json,True,True,True,1.0,pass,pass,0,0,3,101,,,019ed246-33a5-7052-9023-1cf5cfe86eec,019ed246-33a5-7052-9023-1cf5cfe86eec,LangGraph,success,,2026-06-16T21:11:16.645473Z,2026-06-16T21:11:20.786274Z,4.140801,140,82,222,0.00316,/Users/chris/Documents/GitHub/workflow-rag-agent/CODE-WORKFLOW/analysis/v1-gpt5.5/traces/019ed246-33a5-7052-9023-1cf5cfe86eec.json,True,53.0
v1-gpt5.5-20260616T211123322649Z-Mbpp-61-r0,v1-gpt5.5,Mbpp/61,0,MBPP+,count_Substrings,"""""""
Write a python function to count the number of substrings with the sum of digits equal to their length.
assert count_Substrings('112112') == 6
""""""
",0,generate_solution -> run_visible_tests,"def count_Substrings(s):
    count = {0: 1}
    prefix_sum = 0
    result = 0

    for ch in s:
        prefix_sum += int(ch) - 1
        result += count.get(prefix_sum, 0)
        count[prefix_sum] = count.get(prefix_sum, 0) + 1

    return result","{""debug_solution"": {""model"": ""gpt-5.5"", ""provider"": ""openai"", ""temperature"": 0}, ""generate_solution"": {""model"": ""gpt-5.5"", ""provider"": ""openai"", ""temperature"": 0}}","{""debug_solution"": {""temperature"": 0}, ""generate_solution"": {""temperature"": 0}}",/Users/chris/Documents/GitHub/workflow-rag-agent/CODE-WORKFLOW/analysis/v1-gpt5.5/evals/v1-gpt5.5-20260616T211123322649Z-Mbpp-61-r0.json,True,True,True,1.0,pass,pass,0,0,3,102,,,019ed246-4dba-7623-bbab-7e8e27cfa629,019ed246-4dba-7623-bbab-7e8e27cfa629,LangGraph,success,,2026-06-16T21:11:23.322895Z,2026-06-16T21:11:34.168232Z,10.845337,154,406,560,0.01295,/Users/chris/Documents/GitHub/workflow-rag-agent/CODE-WORKFLOW/analysis/v1-gpt5.5/traces/019ed246-4dba-7623-bbab-7e8e27cfa629.json,True,17.0
